body_type,bought_condition,car_id,city,color,condition,engine_size,fuel_type,make,mileage,model,price,registered_city,selling_condition,transmission,year_of_manufacture
,Imported,jEY4wdZDSkTljEMzyrNsfqlsKJ3UX1C,Benin City,Green,Nigerian Used,3300,Petrol,Lexus,245853,ES,7350000,ABUJA,Registered,Automatic,2005
Pick-up Double Cabin,Registered,jEY4wdZjUwH0tm5fgEPwYCbWJPM9Sv3,Ikeja,White,Nigerian Used,2700,Petrol,Toyota,48253,Hilux,31500000,,Registered,Automatic,2014
,Registered,jEY4wdZKPsBJ3CREkIp7o6NXVQstBlb,Yaba,Black,Nigerian Used,3000,Petrol,Honda,127630,Accord,11025000,LAGOS,Registered,Automatic,2013
,Imported,jEY4wdZSitGFqCJzDZqtfXT4Ygk71dS,Ogba,Silver,Foreign Used,1800,Petrol,Toyota,138591,Corolla,14700000,,Imported,Automatic,2018
,Brand new,jEY4wdZSvwoX8DT62wqAKAMtljr4lhF,Enugu,Silver,Nigerian Used,2400,Petrol,Toyota,310506,Camry,5040000,ENUGU,Registered,Automatic,2007
SUV,Imported,jEY4wdZTxej9tMT3BTLd4UG8rlGG1Tz,Ikotun/Igando,White,Nigerian Used,2500,Petrol,Nissan,401507,Rogue,2625000,Lagos,Registered,Automatic,2008
Sedan,Registered,jEY4wdZt6LCKNLVsbqOSyrpPbtJiV1S,Ikorodu,Gold,Nigerian Used,2800,Petrol,Toyota,261891,Camry,3465000,LAGOS,Registered,Automatic,2002
,Imported,jEY4wdZSzHHRhxSPPLTf4PiSujjwyo2,Alimosho,Gray,Nigerian Used,3000,Petrol,Toyota,277261,Camry,3150000,,Registered,Automatic,2004
,Imported,jEY4wdZuuU5QkwoExdcr2CvQlpXM3eT,Alimosho,Blue,Nigerian Used,3500,Petrol,Toyota,399827,Sienna,4725000,Lagos,Registered,Automatic,2007
,Registered,jEY4wdZMCji4jgNikIc1uZurlTaG0vt,Ibadan,Brown,Nigerian Used,2400,Petrol,Toyota,294625,Camry,3150000,Lagos,Registered,Automatic,2002
,Registered,jEY4wdZfpOARGnGiesS4dxOr9Z0TRIM,Gwarinpa,Black,Nigerian Used,1600,Petrol,Ford,61098,Focus,5040000,,Registered,Manual,2015
Sedan,Imported,jEY4wdZZVo0JPQb47bl7KE5JMSWCoRw,Lekki,Gray,Nigerian Used,2400,Petrol,Honda,223958,Accord,4200000,LAGOS,Registered,Automatic,2008
SUV,Registered,jEY4wdZVJM75YuK3NfCef1ceQQjPnAj,Kubwa,White,Nigerian Used,3500,Petrol,Mazda,202255,CX-9,4410000,Abuja,Registered,Automatic,2007
,Registered,jEY4wdZZx0wWecVdXA7xP13ikVDQ8Am,Surulere,Silver,Nigerian Used,1600,Petrol,Kia,89992,Rio,3675000,LAGOS,Registered,Automatic,2009
,Registered,jEY4wdZwC4xFtTt4ItnoYY4bjRMqC3q,Ibadan,Blue,Nigerian Used,1800,Petrol,Toyota,142850,Corolla,6615000,Lagos,Registered,Automatic,2011
Pick-up Double Cabin,Imported,jEY4wdZWslgOh8WzP9dvercb6P8nGKi,Lekki,Black,Nigerian Used,4000,Petrol,Toyota,83496,Tacoma,24150000,LAGOS,Registered,Automatic,2015
Minivan,Imported,jEY4wdZioIgndZOCzSKEUSehjJ0Iyql,Lugbe District,Black,Foreign Used,2000,Petrol,Opel,523556,Zafira,4373250,,Imported,Automatic,2004
Sedan,Imported,jEY4we00KJayHiYIKNNRXzkRAc3hMkL,Akure,Burgandy,Nigerian Used,2500,Petrol,Lexus,208763,IS,5775000,Lagos,Registered,Automatic,2011
,Imported,jEY4wdZUb2aHqM2zOmNlLMmglZC5FbG,Alimosho,Green,Nigerian Used,3300,Petrol,Lexus,176509,ES,5250000,Ogun,Registered,Automatic,2004
,Imported,jEY4wdZ9JQ1W0f9Sy4prDEqOhqiKwDp,Ibadan,Gray,Nigerian Used,1800,Petrol,Nissan,104842,Almera,1890000,Lagos,Registered,Manual,2003
,Registered,jEY4wdZSbYgTqq53X1KBldu5Zm8zYeH,Abeokuta North,Silver,Nigerian Used,2400,Petrol,Toyota,267770,Camry,6656000,ABUJA,Registered,Automatic,2007
,Registered,jEY4wdZHVrDTGTVtG1JhLf6OxRK3t0t,Ikeja,Silver,Nigerian Used,1800,Petrol,Toyota,311960,Corolla,4472000,,Registered,Automatic,2005
,Registered,jEY4wdZHtqG2wedDamJjT57nDskN2rk,Kubwa,Silver,Nigerian Used,1800,Petrol,Peugeot,410710,307,2205000,Abuja,Registered,Manual,2002
SUV,Registered,jEY4wdZpH4HMu1Q83IICqGO2grkDyHF,Central Business District,Black,Nigerian Used,4600,Petrol,Lexus,108318,GX,31500000,,Registered,Automatic,2010
SUV,Imported,jEY4wdZUj6GMKWXogMi5Lb4fqLlXBIB,Lekki,White,Nigerian Used,3000,Petrol,Land Rover,151233,Range Rover,26250000,lagos,Registered,Automatic,2015
,Imported,jEY4wdZB6nkiqK0i8r73MUTI9Eh2DGx,Jabi,Gray,Nigerian Used,1800,Petrol,Toyota,273470,Corolla,5408000,ABUJA,Registered,Automatic,2005
SUV,Imported,jEY4wdZKPDocpXUzPWQAgAl4ejKaYl4,Alimosho,Black,Nigerian Used,3300,Petrol,Lexus,110687,RX 330,7875000,LAGOS,Registered,Automatic,2006
,Imported,jEY4wdZB9lmKVrFPwoesxYi9h97s8KQ,Jabi,Red,Foreign Used,3500,Petrol,Toyota,283326,Highlander,15080000,,Imported,Automatic,2009
,Registered,jEY4wdZglVSHi9OFgGsbUJYV47mUvwo,Ogudu,Gray,Nigerian Used,1800,Petrol,Toyota,245135,Corolla,4784000,Lagos,Registered,Automatic,2006
SUV,Registered,jlCs49QuM6WkXfzbfvDU9zpX57idKl,Uyo,Black,Nigerian Used,4700,Petrol,Lexus,92994,GX,8400000,ABUJA,Registered,Automatic,2003
SUV,Imported,jEY4wdZkw21v5bVDxvrF10BYtIShLvI,Lekki,White,Foreign Used,3500,Petrol,Toyota,13977,Highlander,34650000,,Imported,Automatic,2019
SUV,Imported,jEY4wdZUh640JCwqKm5xtS1buUofGqm,Amuwo-Odofin,Gray,Foreign Used,2500,Petrol,Toyota,28788,RAV4,41600000,,Imported,Automatic,2020
SUV,Imported,jEY4wdZyncSqr2JBK4j4MuWhc0x0kGL,Alimosho,White,Nigerian Used,3500,Petrol,Toyota,360192,Venza,9345000,LAGOS,Registered,Automatic,2010
SUV,Registered,jEY4we00NtPOEX4kiicuO8O9ewZSawl,Garki 2,Blue,Nigerian Used,3500,Petrol,Honda,142866,Odyssey,3150000,ABUJA,Registered,Automatic,2006
,Brand new,jEY4wdZUh7vcYuRttIAL3P1nhoQNAvN,Kosofe,Gray,Nigerian Used,1600,Petrol,Hyundai,49872,Accent,3675000,,Registered,Automatic,2013
,Imported,jEY4wdZLlCTythmFkD920FNa0bBHxM9,Lekki,Black,Foreign Used,3000,Petrol,BMW,120821,328i,13125000,,Imported,Manual,2011
,Imported,jEY4wdZt81O16VMwbt7mIhosyNmOZBx,Enugu,Silver,Nigerian Used,3300,Petrol,Lexus,1442258,ES,5460000,LAGOS,Registered,Automatic,2006
,Registered,jEY4wdZE1ZnKLYnaV5pDb6zZXIpKRyB,Port-Harcourt,Red,Nigerian Used,,Petrol,Hyundai,117983,Sonata,2625000,,Registered,Automatic,2000
SUV,Registered,jEY4wdZyhDH31CROtnwHgow3MjarUyA,Uyo,Silver,Nigerian Used,3000,Petrol,Mitsubishi,108683,Outlander,4725000,LAGOS,Registered,Automatic,2008
,Registered,jEY4wdZudgkGJyLu9JnNe27hBzeB07E,Kaduna / Kaduna State,Red,Nigerian Used,2000,Petrol,Honda,999999,CR-V,3150000,KADUNA,Registered,Automatic,1999
,Imported,jEY4wdZSJku03AJrvEzPDl1wX8Or7NS,Lekki,Red,Nigerian Used,1800,Petrol,Toyota,53196,Corolla,23625000,LAGOS,Registered,Automatic,2020
Hatchback,Registered,jEY4we000XjKdH7Bp9QNtZ3bpSjUzw1,Enugu,Black,Nigerian Used,1800,Petrol,Pontiac,287582,Vibe,4200000,ABUJA,Registered,Automatic,2003
,Imported,jEY4wdZuo7OSaFAbTRpup79VxA05DWr,Ikeja,White,Foreign Used,3500,Petrol,Honda,214059,Odyssey,8820000,,Imported,Automatic,2012
Sedan,Registered,jEY4wdZCqDWxhqW69tDAeAm0DVHEdmt,Lugbe District,Blue,Nigerian Used,2400,Petrol,Honda,294010,Accord,3990000,Abuja,Registered,Automatic,2007
,Imported,jEY4wdZF9oZB89dIK6sOf9CDYoZO12z,Benin City,Silver,Nigerian Used,1800,Petrol,Toyota,130508,Corolla,4992000,EDO,Registered,Automatic,2005
SUV,Imported,jEY4wdZy2hVkmG62Gyjbbbnpb2iQxSw,Magodo,Black,Nigerian Used,3500,Petrol,Honda,214766,Crosstour,6510000,,Registered,Automatic,2011
,Registered,jEY4wdZBr1KDMX4MAPKHSG5Q5PivEIn,Abule Egba,Blue,Nigerian Used,1800,Petrol,Toyota,122546,Corolla,4680000,LAGOS,Registered,Automatic,2005
Van,Imported,jEY4wdZQNODEMwZkteiuQzFAWPJyV4h,Ibadan,Red,Nigerian Used,2400,Petrol,Toyota,394970,Previa,2520000,Lagos,Registered,Automatic,2000
,Imported,jEY4wdZHxrpwmxmaoCdiKMVU0kwiPrK,Ibadan,Silver,Foreign Used,2500,Petrol,Toyota,197073,Camry,14040000,,Imported,Automatic,2014
SUV,Registered,jEY4wdZF1ykCZycNIdWGoFInN9miiTi,Garki 2,Red,Nigerian Used,3500,Petrol,Ford,187529,Edge,3150000,ABUJA,Registered,Automatic,2007
,Registered,jEY4wdZkOCHTa5NKlHTWO2g8Uh3ZJs6,Uyo,Gray,Nigerian Used,1800,Petrol,Kia,189163,Cerato,3780000,AKWA IBOM,Registered,Automatic,2010
SUV,Imported,jEY4wdZSJUyUBvi7tjHVpLDr8StjFs9,Ajah,Red,Nigerian Used,3000,Petrol,Mazda,110673,Tribute,2625000,Lagos,Registered,Automatic,2005
SUV,Imported,jEY4wdZFLWf4ZxgGNdZuYYwd2Sq7Uy2,Alimosho,Silver,Foreign Used,3500,Petrol,Toyota,206784,Highlander,29640000,,Imported,Automatic,2015
,Registered,jlCs49QpuhiRSPKGx6zYNcHGojS5iQ,Ikeja,Gold,Nigerian Used,2000,Petrol,Peugeot,138077,408,4200000,,Registered,Automatic,2011
SUV,Imported,jEY4wdZiDlIavScfM2ToFbufwPPqYdf,Asokoro,Black,Nigerian Used,5000,Petrol,Land Rover,193443,Range Rover Vogue,9450000,,Registered,Automatic,2011
,Registered,jEY4wdZGabkPKj62qg3Z889IArmySVu,Gudu,Gray,Nigerian Used,1800,Petrol,Hyundai,123228,Elantra,6300000,,Registered,Automatic,2013
SUV,Imported,jEY4wdZwPMoRhHd952MosMXLZnW5tBL,Ikotun/Igando,Silver,Foreign Used,2200,Petrol,Opel,250097,Zafira,3675000,,Imported,Manual,2006
,Registered,jlCs49Q1DyZ8zBz5Nq6wPTO03eKdI4,Enugu,Gray,Nigerian Used,3300,Petrol,Toyota,224223,Sienna,3675000,EBONYI,Registered,Manual,2005
,Brand new,jEY4wdZE2U5PzTdO6sIrQ9ZuYkX1ryi,Lekki,Black,Nigerian Used,1800,Petrol,Toyota,110364,Corolla,9975000,LAGOS,Registered,Automatic,2014
SUV,Imported,jEY4wdZSSQKkvWygStfTs4zizGe4UYC,Yaba,Blue,Nigerian Used,3500,Petrol,Lexus,239901,RX 350,7875000,LAGOS,Registered,Automatic,2007
SUV,Registered,jEY4wdZkkDEeNiehWq7Ugt6KVHXehSV,Alimosho,Gold,Nigerian Used,4000,Petrol,Toyota,519551,4-Runner,5250000,,Registered,Automatic,2005
,Registered,jEY4wdZcQbqPH48Zv7aUF55Y1mNr7KM,Ibadan,Gold,Nigerian Used,2400,Petrol,Honda,181862,Accord,2625000,OYO,Registered,Automatic,2004
SUV,Imported,jEY4wdZFCw1cIE1PPsZQ5uLIt2cK5y6,Ikotun/Igando,Gold,Nigerian Used,3300,Petrol,Toyota,300013,Sienna,6240000,Lagos,Registered,Automatic,2005
,Imported,jEY4wdZpyzeNL4cogkArYHZKSSFD8yH,Ilupeju,Black,Foreign Used,1800,Petrol,Toyota,101122,Corolla,104000000,,Imported,Automatic,2015
,Imported,jEY4wdZT0ga5hCeMUsROjsSKaactxJp,Gwarinpa,Blue,Foreign Used,2400,Petrol,Hyundai,192348,Sonata,16120000,,Imported,Automatic,2016
,Imported,jEY4wdZkdlYQqpfJ4ixcGDxYXyOXv3N,Ikeja,Silver,Nigerian Used,1800,Petrol,Toyota,396237,Corolla,5565000,Lagos,Registered,Automatic,2008
,Registered,jEY4wdZOA0eYwJ9sQm1e5SJPZBPESBB,Abeokuta North,Gray,Nigerian Used,1600,Petrol,Mazda,458259,Premacy,2205000,LAGOS,Registered,Manual,1999
SUV,Registered,jEY4wdZg3BxG8ZfVllBvr76mX7GmIKZ,Abule Egba,Black,Nigerian Used,4600,Petrol,Mercedes-Benz,170543,GL-Class,6300000,LAGOS,Registered,Automatic,2007
SUV,Imported,jEY4wdZuF6gwVRsb7LJZcg96WzWs31P,Isolo,Gray,Nigerian Used,3300,Petrol,Nissan,245083,Xterra,3675000,LAGOS,Registered,Automatic,2003
,Registered,jEY4wdZMSQt9jvgVMa0lmBIjc9Q65yv,Ikorodu,Red,Nigerian Used,3300,Petrol,Toyota,152347,Sienna,3675000,,Registered,Automatic,2005
,Imported,jEY4wdZ9WrqKE6XDnoGGBpCsroNle5G,Abule Egba,Gray,Nigerian Used,,Petrol,Toyota,75150,Camry,5040000,LAGOS,Registered,Automatic,2010
,Imported,jEY4wdZChlTuHvZ5ETB77G1gBXhE1eL,Benin City,Blue,Foreign Used,1800,Petrol,Nissan,241918,Almera,3990000,,Imported,Manual,2005
,Imported,jEY4wdZiMRO7l271w3eGhSL1wUERKng,Oshimili South,Blue,Nigerian Used,1800,Petrol,Toyota,447496,Corolla,4200000,,Registered,Automatic,2006
SUV,Registered,jlCs49PWtPo1IaGii4L0XJ7dIyLH9r,Ibadan,White,Nigerian Used,3000,Petrol,Lexus,108589,RX 300,3675000,LAGOS,Registered,Automatic,2000
SUV,Imported,jEY4wdZiMjv3zsNSCC7wjL5mAssBgBo,Ajah,Gold,Nigerian Used,3000,Petrol,Toyota,363778,Highlander,4725000,Lagos,Registered,Automatic,2002
,Registered,jEY4wdZSxMayBetM7yKukcd8Elln868,Gwarinpa,Gray,Nigerian Used,1000,Petrol,Opel,165081,Corsa,2310000,,Registered,Manual,2006
,Registered,jEY4wdZAFuoZA9N7rWbPGGetXf0j1rY,Karu,Gold,Nigerian Used,2200,Petrol,Toyota,175089,Camry,1890000,,Registered,Automatic,1998
,Imported,jEY4wdZcwMkkv6v8tIyMbPDNhvApBuX,Lekki,White,Nigerian Used,2300,Petrol,Honda,172714,Accord,3990000,LAGOS,Registered,Automatic,2009
,Registered,jlCs49Q8TnYoW1V5INYUNF6VeQIxVe,Wuse,Silver,Nigerian Used,1700,Petrol,Honda,350288,Civic,2152500,Lagos,Registered,Manual,2002
,Registered,jEY4wdZcAcu1YhzPJnNpKl968H8KvwR,Yaba,Silver,Nigerian Used,1800,Hybrid,Honda,212663,Civic,4200000,LAGOS,Registered,Automatic,2006
Minivan,Registered,jEY4wdZyBoZ0jsPQuRnkQFY9lbtNprT,Port-Harcourt,Red,Nigerian Used,3300,Petrol,Toyota,144708,Sienna,5145000,Lagos,Registered,Automatic,2004
,Imported,jEY4wdZrMzHPnYrPVlpR2xpeu22mFV9,Jabi,Green,Nigerian Used,3500,Petrol,Toyota,227073,Avalon,6825000,ABUJA,Registered,Automatic,2007
,Registered,jEY4wdZnLLpWvsrJOZqD9mfkVzF3zqK,Gwarinpa,White,Nigerian Used,2400,Petrol,Honda,94386,Accord,9975000,,Registered,Automatic,2016
SUV,Registered,jEY4wdZZbAFOlNUBMkiK9GgUix5aCEf,Jabi,Green,Nigerian Used,2400,Petrol,Honda,214212,CR-V,5250000,KANO,Registered,Automatic,2008
,Imported,jEY4wdZmQMLNQLX70S9zlLGfIT0V2Vo,Ikorodu,Black,Nigerian Used,3500,Petrol,Hyundai,205123,Grandeur,4725000,,Registered,Automatic,2010
SUV,Imported,jEY4wdZAxKc8SR86L9ChQOcJfD4It2T,Ajah,Silver,Nigerian Used,3700,Petrol,Acura,182233,MDX,7350000,Lagos,Registered,Automatic,2010
SUV,Registered,jEY4wdZx89OH5SujS4ICkI2gA5KLj5s,Ojodu,Black,Nigerian Used,5700,Petrol,Toyota,203475,Sequoia,17850000,,Registered,Automatic,2010
,Imported,jEY4wdZN6zU1b3e00lTK02RhCiRR8xo,Ojodu,Black,Nigerian Used,3000,Petrol,Honda,345771,Accord,3120000,LAGOS,Registered,Automatic,2003
,Imported,jEY4wdZgEMupxt5Uk3ToUjCp6aZcU2X,Ilupeju,Black,Nigerian Used,2000,Petrol,Mercedes-Benz,16825,C300,29400000,LAGOS,Registered,Automatic,2018
Coupe,Imported,jlCs49PxFoMkMIfXkmuC63YFrRThif,Lekki,Gray,Foreign Used,3500,Petrol,Mercedes-Benz,400419,CLK,9450000,,Imported,Automatic,2009
,Registered,jEY4wdZmLm3sc8kRj0DG8Frc0EhxVHZ,Benin City,Green,Nigerian Used,2400,Hybrid,Toyota,273377,Camry,3360000,Lagos,Registered,Automatic,2009
,Registered,jEY4wdZBYPT9ziydKYMDKRDcBNTddY3,Abeokuta North,Gray,Nigerian Used,1600,Petrol,Nissan,3169778,Sunny,2310000,LAGOS,Registered,Automatic,1992
SUV,Imported,jEY4wdZgQSWr8d240AHiiEibV2tI4B2,Lekki,Black,Nigerian Used,3300,Hybrid,Toyota,232110,Highlander,9450000,LAGOS,Registered,CVT,2009
SUV,Brand new,jEY4wdZ9eGrsAY83ACO54VK5pauRQDz,Lekki,Black,Nigerian Used,2000,Petrol,Ford,57804,Escape,9975000,,Registered,Automatic,2013
,Registered,jEY4wdZVtszZZEblV6yyEGxfUeCRFSh,Kosofe,Black,Nigerian Used,3200,Petrol,Audi,236170,A6,2835000,,Registered,Automatic,2006
,Registered,jEY4wdZQD9NjJ7V9iBejbtcIepgjEVO,Gwarinpa,Black,Nigerian Used,2000,Petrol,Peugeot,999999,406,2205000,,Registered,Manual,2002
,Imported,jEY4wdZt63HH6Zi5qqlFlXCSHRcJcjb,Kosofe,White,Nigerian Used,4600,Petrol,Lexus,281557,LS,10500000,,Registered,Automatic,2007
,Registered,jEY4wdZOtg3RwKaFYqqJbVqA6ZkBCsN,Kubwa,Gray,Nigerian Used,2400,Petrol,Honda,153715,Accord,3120000,ABUJA,Registered,Automatic,2006
,Imported,jEY4wdZbuiqPiOkDfMkd9PKz77mE8OW,Enugu,Red,Foreign Used,3300,Petrol,Toyota,191252,Sienna,11760000,,Imported,Automatic,2013
,Registered,jEY4wdZfHcxNpfAtKwC3CB6sLwV2Nhx,Kubwa,Gray,Nigerian Used,1800,Petrol,Toyota,123668,Corolla,7140000,ABUJA,Registered,Automatic,2011
,Registered,jEY4wdZNcoAqxRCEFivOfD8g23Rcns2,Gudu,Gray,Nigerian Used,3000,Petrol,Toyota,284764,Sienna,3150000,,Registered,Automatic,2000
,Registered,jEY4wdZOR6MfdXfzcuvmECB9boZgNJN,Ilupeju,Black,Nigerian Used,1800,Petrol,Toyota,145190,Corolla,4680000,LAGOS,Registered,Automatic,2004
SUV,Registered,jEY4wdZS2ZzeGIl3jMG6e3oD83cQ7r7,Ibeju,Red,Nigerian Used,3500,Petrol,Ford,250761,Edge,3465000,LAGOS,Registered,Automatic,2007
SUV,Registered,jEY4wdZJ3FQOOkwPJWiW3RyHgEO7jMq,Lugbe District,Blue,Nigerian Used,4000,Petrol,Ford,385102,Explorer,4725000,Abuja,Registered,Automatic,2006
,Registered,jEY4wdZnLE47i6F3z58kpXA2rOxgkJK,Ilupeju,Brown,Nigerian Used,4700,Petrol,Toyota,215820,Tundra,11550000,RIVERS,Registered,Automatic,2008
,Imported,jEY4wdZdK202HHgLTb5QNlvQOYkT0o8,Enugu,Gold,Nigerian Used,1800,Petrol,Toyota,146931,Corolla,7875000,ABUJA,Registered,Automatic,2011
Sedan,Registered,jEY4wdZiYuEC4xBOSsuCaP3uqP1I2RM,Ikorodu,Red,Nigerian Used,2400,Petrol,Honda,251731,Accord,3570000,LAGOS,Registered,Automatic,2008
,Registered,jEY4wdZCijrNiW5fiTMHKnlggv7M57W,Ogba,White,Nigerian Used,2400,Petrol,Mitsubishi,90319,L200,9450000,LAGOS,Registered,Manual,2018
,Imported,jEY4wdZMVsJnOjQrxwp2ckXFpWM36dc,Gwarinpa,Red,Nigerian Used,2500,Petrol,Toyota,163537,Camry,6864000,,Registered,Automatic,2011
SUV,Imported,jEY4wdZjMQbuYpCPpfyV1iGU8wcB1Q7,Ogba,Silver,Nigerian Used,1600,Petrol,Opel,205554,Zafira,2520000,LAGOS,Registered,Manual,2001
SUV,Imported,jEY4wdZQugfuB7nkufIH6DtdF2xptMZ,Surulere,Black,Nigerian Used,2500,Petrol,Toyota,166494,RAV4,15750000,,Registered,Automatic,2015
,Imported,jEY4wdZdJsIkyrtGbLx4uu8IknhbeQL,Lekki,Black,Nigerian Used,3500,Petrol,Lexus,66217,ES,6615000,Lagos,Registered,Automatic,2009
,Brand new,jEY4wdZqE9z9ZA3HQM6Lr9dWGoQenvz,Lekki,Silver,Nigerian Used,1500,Petrol,Nissan,107966,Almera,36750000,lagos,Registered,Automatic,2013
Hatchback,Registered,jEY4wdZGbSZxtiJPpJIGReuzP3xymEv,Uyo,Silver,Nigerian Used,1800,Petrol,Volkswagen,236510,Golf,1575000,LAGOS,Registered,Manual,1993
SUV,Registered,jEY4wdZQjRmqdgwUjDkL2EMQ3huIwPJ,Alimosho,Gray,Nigerian Used,3500,Petrol,Honda,191385,Pilot,3675000,,Registered,Automatic,2003
,Registered,jEY4wdZuudxF2zuL8Lgm72LD9PUUpSK,Akure,Gray,Nigerian Used,2400,Petrol,Toyota,258683,Camry,6240000,Abuja,Registered,Automatic,2007
,Registered,jEY4wdZTU2aS0IHb6VtG4VJr5UbqNxS,Kubwa,Silver,Nigerian Used,2500,Petrol,Toyota,203184,Camry,6825000,Abuja,Registered,Automatic,2011
SUV,Imported,jEY4wdZEEGFL80mcrGkzOVoQU590QnA,Lekki,Black,Foreign Used,3500,Petrol,Lexus,108271,RX,21525000,,Imported,Automatic,2015
,Registered,jEY4wdZXfu27xrC7xsvwOto4SXzT9Oq,Alimosho,Silver,Nigerian Used,2400,Petrol,Honda,199775,Accord,4680000,,Registered,Automatic,2008
,Imported,jEY4wdZnIN8KJ3d1bQeUKAv5gFTvCj4,Surulere,Black,Nigerian Used,2000,Petrol,Hyundai,139855,Sonata,7140000,LAGOS,Registered,Automatic,2011
SUV,Imported,jEY4we00VW5SutNyHLFGYSygFSS2731,Lugbe District,Black,Nigerian Used,3500,Petrol,Mercedes-Benz,183481,M Class,8925000,Abuja,Registered,Automatic,2008
SUV,Registered,jEY4wdZu5fDtT8i27oFLOIKxsuUmf0o,Benin City,Gray,Nigerian Used,3300,Petrol,Lexus,300870,RX 330,5565000,EDO,Registered,Automatic,2004
SUV,Registered,jEY4wdZn4bCG15m92cgmOW7Tjrczh7B,Ilupeju,Black,Nigerian Used,4000,Petrol,Toyota,161791,4-Runner,23100000,Lagos,Registered,Automatic,2014
SUV,Registered,jEY4wdZntzmbBGpTkFQo1cqYldkTxCI,Ilupeju,Brown,Nigerian Used,4000,Petrol,Ford,220555,Explorer,3150000,Lagos,Registered,Automatic,2007
,Registered,jEY4wdZtsrJfhygcm63okUu9xHd3p7j,Alimosho,Gold,Nigerian Used,2400,Petrol,Nissan,305311,Altima,4725000,,Registered,Automatic,2009
,Registered,jEY4wdZHxhmvgkbTsWIJNlckmwtYALq,Kubwa,Silver,Nigerian Used,3500,Petrol,Toyota,127356,Avalon,3360000,ABUJA,Registered,Automatic,2006
,Imported,jEY4wdZM3gPQ9xuvmmX6eIizNCtkScK,Lekki,Silver,Nigerian Used,1800,Petrol,Toyota,111722,Corolla,13965000,LAGOS,Registered,Automatic,2017
SUV,Imported,jEY4wdZqulj7i0BhRaTFGYxP1U515Wd,Magodo,White,Foreign Used,3200,Petrol,Land Rover,234339,Lr2,10710000,,Imported,Automatic,2008
,Imported,jEY4wdZqrt6a5lmlRw69I4HT9ljzwLN,Kaduna / Kaduna State,Red,Foreign Used,,Diesel,Sinotruk,4480,Howo,49350000,,Imported,Manual,2016
SUV,Imported,jEY4wdZqcilGpA8C4zB5sxQjUraHIUh,Ajah,Black,Foreign Used,3500,Petrol,Lexus,95046,RX 350,29120000,,Imported,Automatic,2013
SUV,Registered,jEY4wdZkmpl7H7OsihoAXxP1xCkLwCD,Port-Harcourt,Black,Nigerian Used,2400,Petrol,Honda,103092,CR-V,4410000,Rivers,Registered,Automatic,2009
SUV,Imported,jEY4wdZyc5ZThI3Cq52swLZbrCnNrfD,Ojodu,Gray,Nigerian Used,3300,Petrol,Hyundai,345678,Santa Fe,7350000,LAGOS,Registered,Automatic,2008
,Registered,jEY4wdZd8QGx20SUvrFPzl33XOn0uQw,Ogudu,Blue,Nigerian Used,3300,Petrol,Toyota,105359,Sienna,4305000,Lagos,Registered,Automatic,2005
SUV,Imported,jEY4wdZ9xY8zqd85rFg8VrzW8HOGaxf,Ikotun/Igando,Green,Nigerian Used,3300,Petrol,Toyota,427617,Sienna,6240000,Lagos,Registered,Automatic,2005
SUV,Imported,jEY4wdZFZrlNQHdbZgXnTr5nDIGH1AI,Lekki,Black,Nigerian Used,3000,Petrol,Toyota,362844,Highlander,5775000,EDO,Registered,Automatic,2003
,Registered,jEY4wdZG6x9e6pdX3584JXpOLdCcBJS,Ibadan,Silver,Nigerian Used,1800,Petrol,Toyota,239847,Matrix,2940000,LAGOS,Registered,Automatic,2004
,Registered,jEY4wdZfStPgZfA84x8WDp5Y5ZviPxU,Ilupeju,White,Nigerian Used,1800,Petrol,Toyota,231063,Corolla,3952000,LAGOS,Registered,Automatic,2003
SUV,Imported,jEY4wdZr09VEPSI6TA9pOHG1L9BPHGT,Abule Egba,Black,Nigerian Used,,Petrol,Toyota,136293,RAV4,12075000,LAGOS,Registered,Automatic,2013
SUV,Registered,jEY4wdZdKDj1pdSSr7zvD11nypoasq7,Jabi,Black,Nigerian Used,5000,Petrol,Land Rover,212452,Lr4,7350000,IMO,Registered,Automatic,2010
,Registered,jEY4wdZPk8wDyEmOjNQnUF2awaybj6c,Wuse,Blue,Nigerian Used,2000,Petrol,Peugeot,233356,307,3675000,Abuja,Registered,Automatic,2008
Crossover,Imported,jEY4wdZiXATxzLOzAaLviVoI8xLeOfB,Ojodu,Brown,Nigerian Used,3500,Petrol,Toyota,212049,Venza,14700000,LAGOS,Registered,Automatic,2011
Pick-up Double Cabin,Imported,jEY4wdZv8xBKTk4wh8dDAYjHzIgUnCn,Amuwo-Odofin,White,Nigerian Used,2700,Petrol,Toyota,10750,Hilux,70350000,LAGOS,Registered,Automatic,2023
SUV,Imported,jlCs49PkZ2jEgSi5z01rSewmplv0IY,Surulere,Red,Foreign Used,3500,Petrol,Ford,259153,Edge,7875000,,Imported,Automatic,2010
Truck,Imported,jEY4wdZPRPMXIbYMqYEd0iLRECctLW9,Ajah,Black,Nigerian Used,4000,Petrol,Toyota,4828,Hilux,79800000,Lagos,Registered,Automatic,2023
,Registered,jEY4wdZmrha4aYDQCfJXGHcUW1CTwCz,Alimosho,Red,Nigerian Used,1300,Petrol,Toyota,337027,Corolla,2730000,LAGOS,Registered,Manual,2006
,Registered,jEY4wdZqj2TE0GhYN3UuttOhoMHkHSi,Alimosho,Gray,Nigerian Used,1800,Petrol,Toyota,305587,Corolla,3843000,Delta State,Registered,Automatic,2005
